idx	label	predict	radius	correct	time
773	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:57.951631
774	tensor([2], dtype=torch.int32)	8	0.8	0	0:00:58.007993
775	tensor([9], dtype=torch.int32)	3	0.625	0	0:00:57.981984
776	tensor([4], dtype=torch.int32)	4	0.743	1	0:00:58.059954
777	tensor([3], dtype=torch.int32)	8	0.0713	0	0:00:58.016603
778	tensor([4], dtype=torch.int32)	4	0.142	1	0:00:58.183286
779	tensor([3], dtype=torch.int32)	8	0.0438	0	0:00:58.132898
780	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.217576
781	tensor([0], dtype=torch.int32)	2	0.0377	0	0:00:58.028519
782	tensor([3], dtype=torch.int32)	3	0.778	1	0:00:58.105088
783	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.158504
784	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:57.943528
785	tensor([9], dtype=torch.int32)	9	0.172	1	0:00:58.048226
786	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.183326
787	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.167032
788	tensor([4], dtype=torch.int32)	6	0.27	0	0:00:58.165672
789	tensor([4], dtype=torch.int32)	4	0.436	1	0:00:58.132384
790	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.006773
791	tensor([6], dtype=torch.int32)	6	0.753	1	0:00:57.943424
792	tensor([8], dtype=torch.int32)	8	0.647	1	0:00:58.151001
793	tensor([5], dtype=torch.int32)	5	0.743	1	0:00:58.254679
794	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.262307
795	tensor([5], dtype=torch.int32)	5	0.443	1	0:00:58.266635
796	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.333432
797	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.157188
798	tensor([4], dtype=torch.int32)	4	0.659	1	0:00:58.247427
799	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.199762
800	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.130643
801	tensor([6], dtype=torch.int32)	-1	0.0	0	0:00:58.264047
802	tensor([3], dtype=torch.int32)	3	0.8	1	0:00:58.249156
803	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.182924
804	tensor([4], dtype=torch.int32)	4	0.351	1	0:00:58.317104
805	tensor([6], dtype=torch.int32)	6	0.728	1	0:00:58.324946
806	tensor([7], dtype=torch.int32)	6	0.313	0	0:00:58.208625
807	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.118106
808	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:57.969287
809	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.917508
810	tensor([9], dtype=torch.int32)	7	0.8	0	0:00:57.920225
811	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:57.968140
812	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.005697
813	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:57.972775
814	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:57.904858
815	tensor([1], dtype=torch.int32)	7	0.778	0	0:00:58.016240
816	tensor([6], dtype=torch.int32)	7	0.413	0	0:00:57.983798
817	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.030714
818	tensor([9], dtype=torch.int32)	3	0.236	0	0:00:57.915683
819	tensor([0], dtype=torch.int32)	0	0.239	1	0:00:57.948690
820	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.005974
821	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.225478
822	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.191613
823	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.063045
824	tensor([6], dtype=torch.int32)	4	0.8	0	0:00:58.103446
825	tensor([0], dtype=torch.int32)	2	0.449	0	0:00:57.978715
826	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.035362
827	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.001342
828	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.025017
829	tensor([4], dtype=torch.int32)	4	0.0718	1	0:00:58.071697
830	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.067144
831	tensor([8], dtype=torch.int32)	8	0.0473	1	0:00:58.003514
832	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.136958
833	tensor([3], dtype=torch.int32)	4	0.621	0	0:00:58.108810
834	tensor([9], dtype=torch.int32)	4	0.368	0	0:00:58.163909
835	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:57.975030
836	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.008184
837	tensor([4], dtype=torch.int32)	4	0.205	1	0:00:58.033363
838	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:57.983647
839	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.040852
840	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.009126
841	tensor([9], dtype=torch.int32)	9	0.586	1	0:00:57.933275
842	tensor([0], dtype=torch.int32)	0	0.616	1	0:00:58.024501
843	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.974856
844	tensor([6], dtype=torch.int32)	7	0.0737	0	0:00:58.017388
845	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:57.967639
846	tensor([2], dtype=torch.int32)	2	0.108	1	0:00:57.981321
847	tensor([3], dtype=torch.int32)	3	0.211	1	0:00:58.049964
848	tensor([5], dtype=torch.int32)	-1	0.0	0	0:00:58.049546
849	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.066720
850	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.117156
851	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.134742
852	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.169900
853	tensor([9], dtype=torch.int32)	6	0.8	0	0:00:57.969672
854	tensor([0], dtype=torch.int32)	2	0.361	0	0:00:57.950929
855	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.916968
856	tensor([5], dtype=torch.int32)	4	0.339	0	0:00:57.967970
857	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.945781
858	tensor([8], dtype=torch.int32)	8	0.384	1	0:00:57.983823
859	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.967459
860	tensor([4], dtype=torch.int32)	6	0.0188	0	0:00:58.033962
861	tensor([3], dtype=torch.int32)	3	0.764	1	0:00:57.935799
862	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.995330
863	tensor([5], dtype=torch.int32)	5	0.491	1	0:00:58.161627
864	tensor([3], dtype=torch.int32)	7	0.603	0	0:00:58.220241
865	tensor([8], dtype=torch.int32)	8	0.0616	1	0:00:58.200017
866	tensor([9], dtype=torch.int32)	8	0.00985	0	0:00:58.205156
867	tensor([8], dtype=torch.int32)	7	0.8	0	0:00:58.211625
868	tensor([4], dtype=torch.int32)	4	0.753	1	0:00:58.250059
869	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.199885
870	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.233925
871	tensor([9], dtype=torch.int32)	3	0.8	0	0:00:58.276366
872	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.213405
873	tensor([9], dtype=torch.int32)	9	0.0649	1	0:00:58.308618
874	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.015946
875	tensor([8], dtype=torch.int32)	8	0.291	1	0:00:58.056162
876	tensor([4], dtype=torch.int32)	4	0.8	1	0:00:58.047077
877	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.020950
878	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.935391
879	tensor([7], dtype=torch.int32)	7	0.764	1	0:00:57.975817
880	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.915718
881	tensor([4], dtype=torch.int32)	-1	0.0	0	0:00:57.955110
882	tensor([5], dtype=torch.int32)	5	0.616	1	0:00:57.951620
883	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.957739
884	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.990402
885	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.065426
886	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.900526
887	tensor([2], dtype=torch.int32)	1	0.358	0	0:00:57.968557
888	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.999202
889	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:57.926639
890	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.148439
891	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.056112
892	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.099010
893	tensor([6], dtype=torch.int32)	6	0.48	1	0:00:58.078078
894	tensor([5], dtype=torch.int32)	6	0.447	0	0:00:58.088809
895	tensor([7], dtype=torch.int32)	6	0.0647	0	0:00:58.101161
896	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.007772
897	tensor([9], dtype=torch.int32)	9	0.376	1	0:00:58.024958
898	tensor([5], dtype=torch.int32)	5	0.561	1	0:00:58.053485
899	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.997087
900	tensor([9], dtype=torch.int32)	3	0.378	0	0:00:58.048603
901	tensor([8], dtype=torch.int32)	8	0.715	1	0:00:58.148621
902	tensor([3], dtype=torch.int32)	-1	0.0	0	0:00:58.238476
903	tensor([5], dtype=torch.int32)	2	0.00351	0	0:00:58.399901
904	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.299516
905	tensor([4], dtype=torch.int32)	4	0.141	1	0:00:58.031067
906	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.096757
907	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.974277
908	tensor([0], dtype=torch.int32)	7	0.8	0	0:00:57.925692
909	tensor([5], dtype=torch.int32)	5	0.439	1	0:00:57.900102
910	tensor([3], dtype=torch.int32)	6	0.193	0	0:00:57.981983
911	tensor([0], dtype=torch.int32)	1	0.494	0	0:00:57.899942
912	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.916585
913	tensor([3], dtype=torch.int32)	2	0.559	0	0:00:58.017733
914	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.938243
915	tensor([8], dtype=torch.int32)	8	0.311	1	0:00:58.016809
916	tensor([5], dtype=torch.int32)	4	0.393	0	0:00:57.975616
917	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:57.919464
918	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.912828
919	tensor([4], dtype=torch.int32)	4	0.174	1	0:00:57.952926
920	tensor([2], dtype=torch.int32)	2	0.778	1	0:00:57.912354
921	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.234992
922	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.266740
923	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.133214
924	tensor([4], dtype=torch.int32)	4	0.116	1	0:00:58.266778
925	tensor([2], dtype=torch.int32)	8	0.71	0	0:00:58.149107
926	tensor([3], dtype=torch.int32)	3	0.659	1	0:00:57.970499
927	tensor([7], dtype=torch.int32)	7	0.546	1	0:00:57.913985
928	tensor([4], dtype=torch.int32)	3	0.115	0	0:00:57.920356
929	tensor([1], dtype=torch.int32)	8	0.753	0	0:00:57.980652
930	tensor([7], dtype=torch.int32)	7	0.353	1	0:00:58.129496
931	tensor([8], dtype=torch.int32)	8	0.764	1	0:00:58.086529
932	tensor([6], dtype=torch.int32)	6	0.255	1	0:00:57.948367
933	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.961142
934	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.030781
935	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.305185
936	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.253104
937	tensor([0], dtype=torch.int32)	0	0.226	1	0:00:58.210507
938	tensor([5], dtype=torch.int32)	8	0.339	0	0:00:58.314754
939	tensor([4], dtype=torch.int32)	4	0.104	1	0:00:58.382284
940	tensor([9], dtype=torch.int32)	6	0.592	0	0:00:58.288000
941	tensor([0], dtype=torch.int32)	0	0.318	1	0:00:58.263586
942	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.994988
943	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.057478
944	tensor([4], dtype=torch.int32)	8	0.43	0	0:00:58.015129
945	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.101948
946	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.050217
947	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.080974
948	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.034363
949	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.033482
950	tensor([3], dtype=torch.int32)	3	0.245	1	0:00:58.043374
951	tensor([0], dtype=torch.int32)	0	0.7	1	0:00:58.000505
952	tensor([1], dtype=torch.int32)	1	0.247	1	0:00:57.968069
953	tensor([4], dtype=torch.int32)	4	0.135	1	0:00:58.019063
954	tensor([3], dtype=torch.int32)	3	0.433	1	0:00:57.935172
955	tensor([1], dtype=torch.int32)	1	0.764	1	0:00:57.998718
956	tensor([3], dtype=torch.int32)	3	0.568	1	0:00:57.963587
957	tensor([4], dtype=torch.int32)	7	0.156	0	0:00:57.966012
958	tensor([6], dtype=torch.int32)	6	0.778	1	0:00:57.981708
959	tensor([4], dtype=torch.int32)	8	0.17	0	0:00:57.984651
960	tensor([2], dtype=torch.int32)	-1	0.0	0	0:00:58.015266
961	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.998123
962	tensor([4], dtype=torch.int32)	4	0.465	1	0:00:57.954517
963	tensor([4], dtype=torch.int32)	4	0.8	1	0:00:58.080542
964	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:57.984131
965	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.134741
966	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.200409
967	tensor([3], dtype=torch.int32)	3	0.8	1	0:00:58.076929
968	tensor([0], dtype=torch.int32)	1	0.0536	0	0:00:58.087668
969	tensor([3], dtype=torch.int32)	3	0.0311	1	0:00:58.066902
970	tensor([9], dtype=torch.int32)	7	0.196	0	0:00:58.097268
971	tensor([4], dtype=torch.int32)	4	0.322	1	0:00:58.102553
972	tensor([3], dtype=torch.int32)	6	0.237	0	0:00:58.085286
973	tensor([7], dtype=torch.int32)	7	0.496	1	0:00:58.057776
974	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.219649
975	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.318025
976	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.183631
977	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.128757
978	tensor([4], dtype=torch.int32)	6	0.284	0	0:00:58.132746
979	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:57.891079
980	tensor([1], dtype=torch.int32)	1	0.673	1	0:00:57.999005
981	tensor([4], dtype=torch.int32)	4	0.552	1	0:00:57.984061
982	tensor([5], dtype=torch.int32)	3	0.8	0	0:00:57.982973
983	tensor([6], dtype=torch.int32)	6	0.63	1	0:00:57.983277
984	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:57.983470
985	tensor([4], dtype=torch.int32)	6	0.144	0	0:00:57.933084
986	tensor([5], dtype=torch.int32)	5	0.647	1	0:00:57.990798
987	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:57.961785
988	tensor([6], dtype=torch.int32)	6	0.753	1	0:00:58.047160
989	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.941383
990	tensor([5], dtype=torch.int32)	5	0.352	1	0:00:57.975194
991	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.970565
992	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.077347
993	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.167243
994	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.073516
995	tensor([2], dtype=torch.int32)	2	0.696	1	0:00:57.973804
996	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.091323
997	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.018751
998	tensor([8], dtype=torch.int32)	8	0.664	1	0:00:57.925781
999	tensor([9], dtype=torch.int32)	6	0.0984	0	0:00:57.915692
